Date,Close,MACD,Signal,RSI,Upper_Band,Lower_Band,Buy_Signal,Sell_Signal
2015-03-16,83.45298767089844,0.0,0.0,,,,False,False
2015-03-17,82.75685119628906,-0.055532254384814905,-0.011106450876962982,,,,False,False
2015-03-18,83.61292266845703,-0.030116982924923263,-0.01490855728655504,,,,False,False
2015-03-19,83.74462127685547,0.0006443521700276733,-0.011797975395238499,,,,False,False
2015-03-20,84.49722290039062,0.08477436698888141,0.007516493081585484,,,,False,False
2015-03-23,84.03629302978516,0.11295277220332878,0.028603748905934145,,,,False,False
2015-03-24,84.186767578125,0.14574632690042222,0.05203226450483176,,,,False,False
2015-03-25,82.19242095947266,0.01068517850107753,0.04376284730408092,,,,False,False
2015-03-26,82.71923828125,-0.05322841555606317,0.024364594732052103,,,,False,False
2015-03-27,82.07952117919922,-0.15372814080083685,-0.01125395237452569,,,,False,False
2015-03-30,82.47463989257812,-0.19919591260851632,-0.04884234442132382,,,,False,False
2015-03-31,81.27050018310547,-0.32860550081910844,-0.10479497570088075,,,,False,False
2015-04-01,81.5997543334961,-0.39998469894929656,-0.16383292035056393,,,,False,False
2015-04-02,81.8725357055664,-0.4295900045676291,-0.21698433719397697,40.603831712368475,,,False,False
2015-04-06,82.16417694091797,-0.4246246041030304,-0.2585123905757877,42.59451336325449,,,False,False
2015-04-07,82.861572265625,-0.3602626307811789,-0.27886243861686594,50.60163861708153,,,False,False
2015-04-08,84.18107604980469,-0.20047146512969505,-0.2631842439194318,53.09910184350554,,,False,False
2015-04-09,83.93601989746094,-0.09254302026062078,-0.22905599918766958,51.031267290899834,,,False,False
2015-04-10,83.47421264648438,-0.04376840090819201,-0.1919984795317741,44.30964417027951,,,False,False
2015-04-13,83.1726303100586,-0.02911373280099383,-0.15942153018561805,45.10929580288219,84.91915112854007,81.10944536804196,False,False
2015-04-14,83.99256134033203,0.048107228761224974,-0.11791577839624945,48.977764213113375,84.98713350859579,81.0954203549296,False,False
2015-04-15,84.11509704589844,0.11783467967411809,-0.07076568678217594,62.603941291737804,85.10735415514961,81.11102429333673,False,False
2015-04-16,83.6156005859375,0.1312757321055784,-0.030357403004625076,55.89715120936573,85.10763053067174,81.11101570956262,False,False
2015-04-17,81.92858123779297,0.005733409433730685,-0.023139240516953923,49.127238590665016,85.05985721221529,80.97718502411283,False,False
2015-04-20,82.30557250976562,-0.06261792035904534,-0.03103497648537221,49.02036890007233,84.84882856664015,80.96904863062548,False,False
2015-04-21,82.72025299072266,-0.08237601307919817,-0.0413031838041374,59.24625472720868,84.70991814135725,80.97635505200212,False,False
2015-04-22,85.95287322998047,0.16095559732963238,-0.0008514275773834484,70.26017816764575,85.19149821761886,80.67138554092605,False,True
2015-04-23,85.65133666992188,0.32571157109448734,0.06446117215699072,67.54025303832263,85.63902271408078,80.56975261550907,False,True
2015-04-24,85.50053405761719,0.4390522359276048,0.13937938491111354,65.69170408656106,85.985797882179,80.50110702504757,False,True
2015-04-27,84.58634185791016,0.44992144474126405,0.20148779687714366,57.94989158391574,86.11629325356905,80.6212937215286,False,True
2015-04-28,85.0387191772461,0.4893969763258781,0.25906963276689055,54.29653847594484,86.30739177171387,80.68660313185057,False,True
2015-04-29,85.05757141113281,0.5162518077483753,0.3105060677631875,55.74893706219321,86.37269102693404,81.00001099943316,False,False
2015-04-30,85.01985931396484,0.5284003339292553,0.3540849209964011,58.28291542138035,86.416859111167,81.29785341324707,False,False
2015-05-01,86.00003814697266,0.6100876578273784,0.40528546836259655,64.12443116419823,86.61498575719239,81.51247701136231,False,False
2015-05-04,85.9340591430664,0.6618718496544602,0.4566027446209693,60.48894208733559,86.7693871335443,81.73506385522522,False,False
2015-05-05,85.55709075927734,0.6648292587933042,0.49824804745543627,57.58193285232792,86.87917670513248,81.8948261330023,False,False
2015-05-06,85.3591537475586,0.6437800683371364,0.5273544516317763,59.46775640882233,86.97303121076938,81.91877939714077,False,False
2015-05-07,86.75399017333984,0.7312210149840723,0.5681277643022355,77.0614088383134,87.30149911789357,81.87210851760449,False,False
2015-05-08,88.1300048828125,0.901163431318011,0.6347348977053907,79.37274631445945,87.9056590503732,81.73352780875766,False,True
2015-05-11,87.19694519042969,0.9496074181551393,0.6977094017953405,71.45434349092457,88.17867698158106,81.8629413655869,False,True
2015-05-12,87.07443237304688,0.9669672694966636,0.7515609753356051,57.6578266056145,88.42104347439431,81.92876197604514,False,True
2015-05-13,87.19694519042969,0.979321824846096,0.7971131452377033,60.817625511282934,88.65491786567827,82.00307239921432,False,True
2015-05-14,88.44100952148438,1.0770825561601782,0.8531070274221983,67.84876063523349,89.0684772650967,82.07205389335056,False,True
2015-05-15,87.85668182373047,1.094788240916941,0.901443270121147,70.67915826442693,89.05668032039398,82.67666089664704,False,False
2015-05-18,87.72474670410156,1.085659257996241,0.9382864676961659,67.70176654140215,88.95260520779881,83.32265342867579,False,False
2015-05-19,88.4033432006836,1.1202677895321926,0.9746827320633713,70.28567780827697,88.91301251294487,83.93055514452584,False,False
2015-05-20,87.87554168701172,1.0925123269437194,0.9982486510394409,66.34297989765443,89.08032766109042,83.9555068420834,False,False
2015-05-21,87.55511474609375,1.032755187726309,1.0051499583768146,59.626605205612734,89.18140876696825,84.04480354382278,False,False
2015-05-22,87.357177734375,0.9583777792823724,0.9957955225579262,58.668111576534834,89.23889236677023,84.17298431169657,False,False
2015-05-26,86.60321044921875,0.8290376584174624,0.9624439497298335,56.092058202821285,89.1368954923253,84.47666804527236,False,False
2015-05-27,87.262939453125,0.7708830380124851,0.9241317673863639,60.5208014483478,89.10043318608271,84.73555237910284,False,False
