Date,Close,MACD,Signal,RSI,Upper_Band,Lower_Band,Buy_Signal,Sell_Signal
2015-07-06,36.709999084472656,0.0,0.0,,,,False,False
2015-07-07,36.619998931884766,-0.007179499351742891,-0.0014358998703485782,,,,False,False
2015-07-08,34.70000076293945,-0.16588489267022766,-0.034325698430324396,,,,False,False
2015-07-09,34.5,-0.30429077573064944,-0.08831871389038941,,,,False,False
2015-07-10,34.689998626708984,-0.3941041466447288,-0.1494758004412573,,,,False,False
2015-07-13,36.779998779296875,-0.2932558735459665,-0.17823181506219915,,,,False,False
2015-07-14,36.93000030517578,-0.19893581280251027,-0.18237261461026139,,,,False,False
2015-07-15,37.5099983215332,-0.07650360649576271,-0.16119881298736166,,,,False,False
2015-07-16,38.630001068115234,0.10963584667983639,-0.10703188105392206,,,,False,False
2015-07-17,38.38999938964844,0.23507675619408275,-0.038610153604321094,,,,False,False
2015-07-20,40.470001220703125,0.4966038056561146,0.06843263824776605,,,,False,False
2015-07-21,39.349998474121094,0.6064996645596423,0.1760460435101413,,,,False,False
2015-07-22,38.38999938964844,0.6091076080781477,0.2626583564237426,,,,False,False
2015-07-23,37.0099983215332,0.49412391613527973,0.30895146836605003,51.237619944938714,,,False,False
2015-07-24,37.0,0.3976083493211462,0.3266828445570693,51.19538663969649,,,False,False
2015-07-27,36.38999938964844,0.2687985733638385,0.3151059903184231,49.090911284050684,,,False,False
2015-07-28,37.599998474121094,0.2613401451117525,0.304352821277089,62.14403765366209,,,False,False
2015-07-29,37.95000076293945,0.28043882242555185,0.2995700215067816,64.2679840458041,,,False,False
2015-07-30,38.45000076293945,0.3320923294671303,0.3060744830988513,65.1612877424023,,,False,False
2015-07-31,38.70000076293945,0.38872009333768176,0.32260360514661746,59.090910732908924,40.44496384708199,34.23203543575492,False,False
2015-08-03,39.38999938964844,0.48369934188156805,0.35482275249360756,61.081070863976905,40.69389482762564,34.251104485728845,False,False
2015-08-04,38.95000076293945,0.5175014342866646,0.38735848885221896,56.56935017924889,40.848880086098205,34.329119410361756,False,False
2015-08-05,39.27000045776367,0.5636141440568565,0.4226096198931465,53.149602160259285,40.85801899332279,34.7769804726196,False,False
2015-08-06,38.849998474121094,0.5598149505200496,0.45005068601852716,52.22436609274064,40.671852739452525,35.39814657390196,False,False
2015-08-07,39.130001068115234,0.5727951060959313,0.474599570034008,42.15457019686775,40.411605004390616,36.102394553104496,False,False
2015-08-10,39.04999923706055,0.5700552516499258,0.4936907063571916,48.00000610351252,40.43476766251059,36.3062319407609,False,False
2015-08-11,38.849998474121094,0.5454578090813911,0.5040441269020315,53.41245333508409,40.42454756101273,36.50845185915328,False,False
2015-08-12,38.189998626708984,0.46732070460785025,0.4966994424431953,59.800660030872415,40.41166949708823,36.58932995359536,False,False
2015-08-13,37.619998931884766,0.35530652226103854,0.46842085840676395,54.71123404191178,40.39974793382995,36.50025130323059,False,False
2015-08-14,38.13999938964844,0.30497856380794275,0.4357323994869997,63.482269019982176,40.39206716829172,36.48293206876883,False,False
2015-08-17,38.72999954223633,0.3091378271772598,0.41041348502505176,59.62521128655233,40.06420288710572,36.63679618210814,False,False
2015-08-18,37.9900016784668,0.24984240248296885,0.3782992685166352,50.319496021381795,39.93608795368298,36.628911435965456,False,False
2015-08-19,37.189998626708984,0.13672075903545533,0.32998356662039924,40.39633277624841,39.94529936245678,36.49969995089771,False,False
2015-08-20,35.97999954223633,-0.04998952401140144,0.2539889484940391,31.914895775630995,40.09611280124723,36.24588663417758,False,False
2015-08-21,34.25,-0.33370848960814925,0.13644946087360144,19.976657275505644,40.59756968446053,35.469429750964274,True,False
2015-08-24,33.75,-0.5920785226015113,-0.009256135821421096,19.83760554024613,41.031236812610025,34.771762683849936,True,False
2015-08-25,32.70000076293945,-0.8715184759361705,-0.18170860384437099,14.866334727022888,41.557691225506304,33.75530849983549,True,False
2015-08-26,33.16999816894531,-1.0430284072613034,-0.3539725645277575,19.787237323641293,41.79908272411558,33.03591674182681,True,False
2015-08-27,34.619998931884766,-1.0498463449338402,-0.49314732060897404,28.666025229693872,41.75004735902843,32.70195192380848,True,False
2015-08-28,35.040000915527344,-1.009719541339031,-0.5964617647549855,31.622372238234306,41.61187416201645,32.47412513607925,True,False
2015-08-31,35.0,-0.9699653432787372,-0.6711624804597358,32.09303035292514,41.339115929379574,32.307883429751286,True,False
2015-09-01,33.77000045776367,-1.0258847773041495,-0.7421069398286186,30.477039363498207,41.16006923626576,31.968930092347513,False,False
2015-09-02,35.06999969482422,-0.9543016622331493,-0.7845458843095248,39.41908963272852,40.811269256989306,31.897729995330025,False,False
2015-09-03,35.310001373291016,-0.868197359411127,-0.8012761793298453,37.97791883478343,40.496007358169145,31.858992184067183,False,False
2015-09-04,34.290000915527344,-0.8722102941794603,-0.8154630022997683,31.803285454716573,40.09695876622643,31.774040760751113,False,False
