Date,Close,MACD,Signal,RSI,Upper_Band,Lower_Band,Buy_Signal,Sell_Signal
2015-03-16,70.41632843017578,0.0,0.0,,,,False,False
2015-03-17,70.03614807128906,-0.030327777916895116,-0.006065555583379023,,,,False,False
2015-03-18,70.72737884521484,0.001397674659870063,-0.004572909534729206,,,,False,False
2015-03-19,70.45088195800781,0.0041811388142178885,-0.002822099864939787,,,,False,False
2015-03-20,71.45313262939453,0.08626588777721622,0.014995497663491415,,,,False,False
2015-03-23,71.0211181640625,0.11513152135107418,0.035022702401007966,,,,False,False
2015-03-24,70.30399322509766,0.07922845826385583,0.04386385357357754,,,,False,False
2015-03-25,69.21537017822266,-0.036645335167875714,0.02776201582528689,,,,False,False
2015-03-26,67.80702209472656,-0.23935889126744314,-0.025662165593259116,,,,False,False
2015-03-27,67.36639404296875,-0.4306021328957286,-0.10665015905375301,,,,False,False
2015-03-30,67.43550109863281,-0.5700166210940267,-0.19932345146180777,,,,False,False
2015-03-31,67.7215805053711,-0.6499274312976837,-0.289444247428983,,,,False,False
2015-04-01,68.42375946044922,-0.6491147598977562,-0.36137834992273765,,,,False,False
2015-04-02,69.09125518798828,-0.5878332099101158,-0.40666932192021327,41.88242794299378,,,False,False
2015-04-06,69.03056335449219,-0.5379631593449972,-0.4329280894051701,41.57328392097115,,,False,False
2015-04-07,67.90361022949219,-0.5826599426988821,-0.46287446006391253,38.11191428479076,,,False,False
2015-04-08,68.2156982421875,-0.586142880864287,-0.4875281442239875,35.380342635660284,,,False,False
2015-04-09,68.62316131591797,-0.5496878108004069,-0.4999600775392714,39.521207959163135,,,False,False
2015-04-10,68.99589538574219,-0.48512812571250663,-0.4969936871739185,34.81599097846164,,,False,False
2015-04-13,68.71846771240234,-0.4511496326968114,-0.48782487627849713,35.49409743816993,71.66661181610617,66.62911419707741,False,False
2015-04-14,68.90923309326172,-0.40416924872484117,-0.47109375076776594,40.589404109871104,71.52065799534665,66.62435848414555,False,False
2015-04-15,69.13461303710938,-0.344776311360377,-0.44583026288628813,49.3832828578853,71.43371465957827,66.62114831649595,False,False
2015-04-16,70.14021301269531,-0.2140955069812378,-0.39948331170527807,68.98572606359203,71.33021327306994,66.66593311975231,False,False
2015-04-17,67.02806091308594,-0.35753327210055375,-0.39109330378433327,48.08116682503336,71.21193693307796,66.44192735525212,False,False
2015-04-20,66.95002746582031,-0.47206372464427204,-0.4072873879563211,47.249454490125494,70.78453813252781,66.41901563944484,False,False
2015-04-21,66.99340057373047,-0.5529559540729423,-0.43642110117964533,45.75768243334542,70.3767597300484,66.42402228289106,False,False
2015-04-22,67.99897766113281,-0.52981458891432,-0.4550997987265803,47.60975417092037,70.05181624803637,66.5184642085066,False,False
2015-04-23,67.74757385253906,-0.5257011212970752,-0.46922006324067933,42.06766216300209,69.93718633251082,66.4863144914638,False,False
2015-04-24,67.60887908935547,-0.5275513927763171,-0.48088632914780693,41.68376687073852,69.93929748457872,66.46438903885878,False,False
2015-04-27,67.17542266845703,-0.557566774174731,-0.4962224181531918,45.36431271182242,69.95104960080982,66.43353978517649,False,False
2015-04-28,67.17542266845703,-0.5747290613196299,-0.5119237467864794,43.103505831250324,69.9652417670242,66.39333977594455,False,False
2015-04-29,66.88935089111328,-0.6044462193971043,-0.5304282413086044,38.31769551386841,70.00543986674165,66.26991871480132,False,False
2015-04-30,67.14075469970703,-0.6007856124258666,-0.5444997155320569,37.29240681105296,69.9874793446389,66.15957876082985,False,False
2015-05-01,67.34015655517578,-0.5751643551041496,-0.5506326434464754,40.45664502932874,69.8637655776019,66.1081826645856,False,False
2015-05-04,67.86027526855469,-0.5070451894104195,-0.5419151526392643,43.05387291460582,69.7399969560185,66.11492247757525,False,False
2015-05-05,67.47886657714844,-0.4783229444986148,-0.5291967110111344,39.257740572519225,69.72985569531244,66.08258937304694,False,False
